id,sender_id,type,is_internal,created_at,content.text,content.options,content.action_id,content,conversation_id,is_answered,intent_rb,category_rb,sentiment_rb,gemini_sentiment,gemini_topic,gemini_bot_answered,groq_sentiment,groq_topic,groq_bot_answered,manuel_intent,manuel_category,manuel_sentiment
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
9f1fae5a-1faa-4406-a1d7-fd44166368ea,bf17272dc3f0,FUNCTION_CALL,False,2025-06-10T19:36:19,,,,[],9f1fad6e-0bc9-4fdf-b0e8-dc6da287b031,Evet,Diğer,Diğer,Nötr,Nötr,Diğer,Hayır,Nötr,Diğer,Hayır,,,
